,alias,concept_class,def_event_stamp,def_id,def_id_user,definition_text,event_stamp,id,id_concept_class,id_user,name,relationships,type
196,,,2012-08-15 21:24:45,def_502c139d5f150,usr_4f177506dde77,target stimulus is made harder to identify when surrounded by similar non-target stimuli,2012-08-15 21:24:45,trm_502c139d5ed78,,usr_4f177506dde77,crowding,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b492', u'relationship': u'kind of'}]",concept
197,,,2012-03-28 16:46:29,def_4f73406551c9b,usr_49a467bf4e0db,the ability to utilize previously acquired knowledge and experience.,2009-06-22 19:12:55,trm_4a3fd79d09f64,ctp_C3,usr_0000000000,crystallized intelligence,,concept
198,,,2011-04-18 19:12:42,def_4dac8d2ae5da0,usr_4cf5de07654c8,is the failure to recall a memory due to missing stimuli or cues that were present at the time the memory was encoded.,2009-06-22 19:12:55,trm_4a3fd79d09f70,ctp_C5,usr_0000000000,cue dependent forgetting,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b908', u'relationship': u'kind of'}]",concept
199,,,2012-03-28 16:47:00,def_4f7340849a965,usr_49a467bf4e0db,the conditional probability that an object falls in a particular category given a particular feature or cue.,2009-06-22 19:12:55,trm_4a3fd79d09f7c,ctp_C2,usr_0000000000,cue validity,,concept
200,,,2010-04-29 20:10:21,def_4bd9e7ad02ce4,usr_4b9003ea0be96,to give/present a stimulus that prompts a reaction.,2009-06-22 19:12:55,trm_4a3fd79d09f87,,usr_0000000000,cueing,,concept
201,inquisitiveness,,2012-04-20 23:17:21,def_4f91ee80d3752,usr_0000000000,"wanting knowledge or understanding, often of a novel or unfamiliar entity  ",2012-02-15 16:35:57,trm_4f3bdeedcc99d,ctp_C10,usr_4f39262a2e81e,curiosity,,concept
202,,,2012-03-28 16:47:24,def_4f73409cd5ea5,usr_49a467bf4e0db,"a grammatical process by which an oblique  argument of a verb, usually one functioning as a recipient or a benefactive (roles often expressed by datives), is placed in the same grammatical role as a patient, increasing the valency of the verb and forming a clause with two objects.",2009-06-22 19:12:55,trm_4a3fd79d0a006,ctp_C6,usr_0000000000,dative shift,,concept
203,,,2011-08-10 19:00:42,def_4e42d55a52468,usr_4e42bd78e66cc,"An explanation for why spreading activation, in network-based models of knowledge representation, peters out as a function of the distance between nodes.",2009-06-22 19:12:55,trm_4a3fd79d0a021,ctp_C5,usr_0000000000,decay of activation,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b26d', u'relationship': u'part of'}]",concept
204,,,2012-03-28 16:47:39,def_4f7340ab5a3a5,usr_49a467bf4e0db,"an act to propagate beliefs that are not true, or not the whole truth (as in half-truths or omission).",2009-06-22 19:12:55,trm_4a3fd79d0a02c,ctp_C9,usr_0000000000,deception,,concept
205,,,2009-07-10 21:06:33,def_4a57ad593093c,usr_4ac2cdeede9e6,"The outcome of a process during which a choice is made, usually between several possible options",2009-06-22 19:12:57,trm_4a3fd79d0b61f,ctp_C3,usr_0000000000,decision,"[{u'direction': u'child', u'id': u'trm_567982752ff4a', u'relationship': u'kind of'}]",concept
206,,,2015-12-30 16:55:59,def_56840c9f96529,usr_49a467bf4e0db,the confidence of knowledge regarding the likelihood of an outcome.,2015-06-12 20:57:15,trm_557b47abe9a34,ctp_C3,usr_51bc76ae9636c,decision certainty,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a038', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_55ef153d47bc0', u'relationship': u'part of'}]",concept
207,,,2015-05-20 21:39:02,def_555cfef66688f,usr_49a467bf4e0db,The deliberate selection of a single alternative amongst multiple alternatives. ,2009-06-22 19:12:55,trm_4a3fd79d0a038,ctp_C3,usr_0000000000,decision making,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0a5ed', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0a18b', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0aec1', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b471bc6cd8', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_558c73324a6ca', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d09c28', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b4891e9265', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b47abe9a34', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b5a7', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0afcf', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_557b4993a0fdd', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b3fa', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0af71', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b607', u'relationship': u'part of'}]",concept
208,,,2015-12-22 17:02:27,def_56798223d3de1,usr_55dcf14c19c7b,,2015-12-22 17:02:27,trm_56798223b43b8,,usr_55dcf14c19c7b,decision uncertainty,,concept
209,decision under ambiguity,,2015-12-30 15:56:02,def_5683fe9202337,usr_49a467bf4e0db,A decision in which the likelihood of possible outcomes is unknown or uncertain.,2015-12-22 17:03:49,trm_567982752ff4a,ctp_C3,usr_55dcf14c19c7b,decision under uncertainty,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0b3fa', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b61f', u'relationship': u'kind of'}]",concept
210,,,2009-07-10 21:06:31,def_4a57ad577eb03,usr_4a5bc4a2a8aba,"Knowledge that is descriptive and includes knowing ""that"" rather than knowing ""how"" (can be expressed in declarative sentences).",2009-06-22 19:12:55,trm_4a3fd79d0a044,ctp_C5,usr_0000000000,declarative knowledge,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0a05b', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a746', u'relationship': u'kind of'}]",concept
211,,,2012-03-28 16:48:17,def_4f7340d1a1d03,usr_49a467bf4e0db,"Memory for facts, and that can be intentionally articulated in some manner.",2009-06-22 19:12:55,trm_4a3fd79d0a04f,ctp_C5,usr_0000000000,declarative memory,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0a1f4', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b083', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0a281', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0aee4', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b95b', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b8fc', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b967', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a833', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a891', u'relationship': u'kind of'}]",concept
212,,,2011-08-14 21:57:11,def_4e4844b78b907,usr_4e42bd78e66cc,"A criterion for which one possesses declarative knowledge. Contrasts with an implicit or non-declarative rule, which one might follow but not represent as a rule or even be aware that they are following.",2009-06-22 19:12:55,trm_4a3fd79d0a05b,ctp_C5,usr_0000000000,declarative rule,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a044', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0affd', u'relationship': u'part of'}]",concept
213,,,2011-08-14 21:59:42,def_4e48454e6187f,usr_4e42bd78e66cc,"A type of inference in which the conclusion always follows from the stated premises.If the premises are true, then the conclusion is valid.",2009-06-22 19:12:55,trm_4a3fd79d0a066,ctp_C3,usr_0000000000,deductive inference,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a5ed', u'relationship': u'kind of'}]",concept
214,,,2011-04-11 22:54:01,def_4da386891c4c9,usr_4cf5de07654c8,"is reasoning which constructs or evaluates deductive arguments. Deductive arguments are attempts to show that a conclusion necessarily follows from a set of premises or hypotheses.
",2009-06-22 19:12:55,trm_4a3fd79d0a072,ctp_C3,usr_0000000000,deductive reasoning,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0aec1', u'relationship': u'kind of'}]",concept
215,,,2011-08-14 22:22:06,def_4e484a8e965ea,usr_4e42bd78e66cc,Evaluating a piece of information in terms of meaning or associations to other concepts as opposed to surface or incidental characteristics.,2009-06-22 19:12:55,trm_4a3fd79d0a07e,ctp_C5,usr_0000000000,deep processing,,concept
216,,,2012-03-28 16:48:58,def_4f7340facf61a,usr_49a467bf4e0db,"The essential meaning of a sentence, without regard to the grammatical features (surface structure) of the sentence that are needed to express it in words.",2009-06-22 19:12:55,trm_4a3fd79d0a08a,ctp_C6,usr_0000000000,deep structure,,concept
217,,,2013-04-01 17:48:53,def_5159c885a77cc,usr_4de5345b3b6a8,A response elicited by a real or perceived threat that leads to a pattern of behaviors directed at terminating the threat.,2013-04-01 17:48:53,trm_5159c885a7314,,usr_4de5345b3b6a8,defensive aggression,,concept
218,"disobedient, oppositional",,2013-09-21 20:36:31,def_523e034fa380e,usr_51bc76ae9636c,"bold resistance to an opposing force, power, or authority, expressed through behavior and attitude",2013-09-21 20:36:31,trm_523e034f9e69a,,usr_51bc76ae9636c,defiance,,concept
219,consideration,,2012-05-03 16:48:27,def_4fa2b6dba774e,usr_4f39262a2e81e,"the process of judging the merits of multiple options, which may then be followed by choice.",2012-05-03 13:05:29,trm_4fa28299dbddd,ctp_C3,usr_4f39262a2e81e,deliberation,,concept
220,,,2012-05-04 10:30:07,def_4fa3afaf00d66,usr_4f39262a2e81e,A belief held despite appreciable external evidence to the contrary.,2012-05-04 10:30:06,trm_4fa3afaeef512,,usr_4f39262a2e81e,delusion,,concept
221,,,2011-04-12 18:15:44,def_4da496d0e0817,usr_4cf5de07654c8,"Depth perception arises from a variety of depth cues. These are typically classified into binocular cues that require input from both eyes and monocular cues that require the input from just one eye.  Binocular cues include stereopsis, yielding depth from binocular vision through exploitation of parallax. Monocular cues include size: distant objects subtend smaller visual angles than near objects.  A third class of cues requires synthetic integration of binocular and monocular cues.",2009-06-22 19:12:55,trm_4a3fd79d0a095,ctp_C1,usr_0000000000,depth cue,,concept
222,,,2009-07-10 21:06:31,def_4a57ad57867fa,usr_4a5bc4a2a8aba,Ability to perceive the visual world in three dimensions.,2009-06-22 19:12:55,trm_4a3fd79d0a0a1,ctp_C1,usr_0000000000,depth perception,"[{u'direction': u'child', u'id': u'trm_4fea04a02ce37', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'kind of'}]",concept
223,,,2012-03-28 16:49:23,def_4f734113cb6b5,usr_49a467bf4e0db,"to long or hope for, exhibit or feel desire for; to express a wish for.",2009-06-22 19:12:55,trm_4a3fd79d0a0ad,ctp_C10,usr_0000000000,desire,,concept
224,,,2015-09-18 17:06:22,def_55fc448e5edba,usr_51bc76ae9636c,to determine the presence of a stimulus,2015-08-14 22:50:26,trm_55ce70b20186b,ctp_C1,usr_51bc76ae9636c,detection,"[{u'direction': u'child', u'id': u'trm_5519b80525e89', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b48aeb7d58', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d09e13', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b9ad', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b491318742', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_5519b7525d7a2', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b967', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d09c28', u'relationship': u'part of'}]",concept
225,"just noticeable difference, JND",,2012-06-26 18:09:40,def_4fe9fae438c29,usr_4f177506dde77,the smallest detectable difference between two stimuli,2012-06-26 18:09:40,trm_4fe9fae4321e7,,usr_4f177506dde77,difference threshold,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0a723', u'relationship': u'part of'}]",concept
226,,,2011-04-28 23:09:51,def_4db9f3bf61aa7,usr_4b9003ea0be96,a gliding monosyllabic speech sound (as the vowel combination at the end of toy) that starts at or near the articulatory position for one vowel and moves to or toward the position of another.,2009-06-22 19:12:55,trm_4a3fd79d0a0dc,ctp_C6,usr_0000000000,diphthong,,concept
227,,,2012-03-28 16:49:41,def_4f7341258fd5f,usr_49a467bf4e0db,"the capacity of orderly thought or procedure, verbal interchange of ideas; formal and orderly and usually extended expression of thought on a subject, connected speech or writing, linguistic unit larger than a sentence.",2009-06-22 19:12:57,trm_4a3fd79d0b6c5,ctp_C6,usr_0000000000,discourse,,concept
228,,,2012-03-28 16:49:51,def_4f73412f8a4ee,usr_49a467bf4e0db,Discourse comprehension is the act of interpreting a written or spoken message by integrating the incoming information into the memory or knowledge structures of the interpreter.,2009-06-22 19:12:57,trm_4a3fd79d0b6d1,ctp_C6,usr_0000000000,discourse comprehension,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a775', u'relationship': u'kind of'}]",concept
229,,,2012-03-28 16:50:22,def_4f73414eb0965,usr_49a467bf4e0db,"knowledge regarding discourse
",2009-06-22 19:12:57,trm_4a3fd79d0b6dd,ctp_C6,usr_0000000000,discourse knowledge,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a746', u'relationship': u'kind of'}]",concept
230,,,2011-04-07 18:16:27,def_4d9dff7bee15a,usr_4cf5de07654c8,"the formulation of structures, patterns, mental representations, and processes that constitute the written and spoken unit of connected speech or writing longer than a sentence.
",2009-06-22 19:12:57,trm_4a3fd79d0b6e9,ctp_C6,usr_0000000000,discourse planning,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0acc1', u'relationship': u'kind of'}]",concept
231,,,2011-04-07 18:30:15,def_4d9e02b74bc14,usr_4cf5de07654c8,"is the cognitive process that investigates the structures, patterns, mental representations, and processes that underlie the written and spoken unit of connected speech or writing longer than a sentence.

",2009-06-22 19:12:57,trm_4a3fd79d0b6f5,ctp_C6,usr_0000000000,discourse processing,,concept
232,,,2011-04-07 18:18:02,def_4d9dffdaea093,usr_4cf5de07654c8,"the formation of a spoken unit of connected speech or writing longer than a sentence.
",2009-06-22 19:12:57,trm_4a3fd79d0b701,ctp_C6,usr_0000000000,discourse production,,concept
233,,,2015-11-23 01:13:26,def_56526836ab7b1,usr_55dcf14c19c7b,Responding differently to stimuli that differ in some aspect,2015-03-30 20:51:30,trm_5519b7525d7a2,ctp_C1,usr_4e42a3196fbcd,discrimination,"[{u'direction': u'child', u'id': u'trm_557b476527a27', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b4b05ae470', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b4b27dfd5e', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_55ce70b20186b', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'kind of'}]",concept
234,,,2011-08-14 22:33:28,def_4e484d38701fe,usr_4e42bd78e66cc,Tendency to act in a particular manner given a certain set of antecedents. ,2009-06-22 19:12:55,trm_4a3fd79d0a0e7,,usr_0000000000,dispositions,,concept
235,,,2012-03-28 16:51:06,def_4f73417a36331,usr_49a467bf4e0db,Any event that interrupts a mental process.,2009-06-22 19:12:55,trm_4a3fd79d0a0f3,ctp_C2,usr_0000000000,distraction,,concept
236,,,2011-08-14 22:41:30,def_4e484f1a232a7,usr_4e42bd78e66cc,A type of coding in which the information that constitutes a concept (or mental representation) is spread amongst a number of constituent representations.,2009-06-22 19:12:55,trm_4a3fd79d0a0ff,ctp_C5,usr_0000000000,distributed coding,,concept
237,,,2012-03-28 16:51:20,def_4f7341889a7d1,usr_49a467bf4e0db,a thought process or method used to generate creative ideas by exploring many possible solutions.,2009-06-22 19:12:55,trm_4a3fd79d0a10a,ctp_C3,usr_0000000000,divergent thinking,,concept
238,,,2012-03-28 16:51:33,def_4f73419573317,usr_49a467bf4e0db,A state in which the focus of attention is spread across more than one object or event.,2009-06-22 19:12:55,trm_4a3fd79d0a116,ctp_C2,usr_0000000000,divided attention,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d09902', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_502bdc6bdaa2b', u'relationship': u'part of'}]",concept
239,,,2012-08-07 19:11:08,def_5021684cbb270,usr_4f177506dde77,"the idea in cognitive science that the mind is divided according to the content of information being processed into specialized, possibly evolved, modules",2012-08-07 19:11:08,trm_5021684cba96c,,usr_4f177506dde77,domain specificity,,concept
240,,,2011-05-16 22:58:26,def_4dd1ac12c6f55,usr_4b9003ea0be96,"a succession of thoughts, images, sounds or emotions which the mind experiences during sleep.",2009-06-22 19:12:55,trm_4a3fd79d0a12d,,usr_0000000000,dream,,concept
241,reading impairment,,2015-08-29 13:15:58,def_55e1b08e8be0a,usr_55dcf0b42d06c,"Dyslexia is a reading impairment. There are currently 17 known types of dyslexia, each resulting from a different component of the reading process, each with different error types and different characteristics. Dyslexia can result from brain damage after reading has been acquired (acquired dyslexia), or can be present from birth (developmental dyslexia).",2015-08-29 13:15:58,trm_55e1b08e5b06c,,usr_55dcf0b42d06c,Dyslexia,,concept
242,"appetite, food preference",,2013-10-15 18:38:01,def_525d8b891b0ef,usr_51bc76ae9636c,An individual&#39;s preferences for food or general appetite.,2013-10-15 18:38:01,trm_525d8b8908809,,usr_51bc76ae9636c,eating,,concept
243,,,2011-05-12 22:21:16,def_4dcc5d5cde38d,usr_4b9003ea0be96,refers to the phenomenon in which there is a brief mental echo that continues to sound after an auditory stimulus has been heard.,2009-12-04 00:29:53,trm_4b185801de7a1,ctp_C5,usr_0000000000,echoic memory,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d09aa7', u'relationship': u'kind of'}]",concept
244,,,2012-03-28 17:52:35,def_4f734fe3b3745,usr_49a467bf4e0db,"the general method of locating objects by determining the time for an echo to return and the direction from which it returns, used by some animals",2009-06-22 19:12:57,trm_4a3fd79d0b996,ctp_C1,usr_0000000000,echolocation,,concept
245,,,2015-09-08 21:43:01,def_55ef566582fe9,usr_51bc76ae9636c,"the process of comparing, at an idiosyncratic level, the economic value of two or more options.",2015-06-12 20:59:03,trm_557b4817db34d,,usr_51bc76ae9636c,economic value processing,"[{u'direction': u'parent', u'id': u'trm_558c736199abd', u'relationship': u'kind of'}]",concept
246,,,2012-03-28 17:53:12,def_4f73500856448,usr_49a467bf4e0db,"a fundamental tool in image processing and computer vision, particularly in the areas of feature detection and feature extraction, which aim at identifying points in a digital image at which the image brightness changes sharply or more formally has discontinuities.",2009-06-22 19:12:57,trm_4a3fd79d0b9a1,ctp_C1,usr_0000000000,edge detection,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b9ad', u'relationship': u'kind of'}]",concept
247,,,2013-03-22 16:35:47,def_514c88635467a,usr_514c850935a72,"effective operation as measured by a comparison of production with cost (as in energy, time, money, or cortical activity)",2009-06-22 19:12:55,trm_4a3fd79d0a145,,usr_0000000000,efficiency,,concept
248,,,2013-03-22 18:34:21,def_514ca42da1404,usr_514c850935a72,Consciously or intentionally engaging resources in order to achieve a particular end.,2009-06-22 19:12:55,trm_4a3fd79d0a151,,usr_0000000000,effort,"[{u'direction': u'child', u'id': u'trm_4a3fd79d09919', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d09d4d', u'relationship': u'kind of'}]",concept
249,willingness to work,,2013-04-01 17:52:50,def_5159c97204113,usr_4de5345b3b6a8,Processes by which the cost(s) of obtaining an outcome is computed; tendency to overcome response costs to obtain a reinforcer.,2013-04-01 17:52:49,trm_5159c971bf444,,usr_4de5345b3b6a8,effort valuation,,concept
250,,,2011-04-29 18:03:59,def_4dbafd8f0a8c6,usr_4b9003ea0be96,learning or storing (encoding) that requires attention and effort.,2009-06-22 19:12:55,trm_4a3fd79d0a15c,,usr_0000000000,effortful processing,,concept
251,,,2011-08-14 22:52:33,def_4e4851b10ab0f,usr_4e42bd78e66cc,"A frame of reference centered around the self. In perception, a first-person frame of reference.",2009-06-22 19:12:55,trm_4a3fd79d0a168,,usr_0000000000,egocentric,,concept
252,,,2011-08-14 22:54:00,def_4e48520866748,usr_4e42bd78e66cc,Processing in which semantic associations or relations between words/concepts are generated or elaborated on.,2009-06-22 19:12:55,trm_4a3fd79d0a173,,usr_0000000000,elaborative processing,,concept
253,,,2011-05-03 20:53:58,def_4dc06b66763da,usr_4b9003ea0be96,a type of rehearsal proposed by Craik and Lockhart (1972) in their Levels of Processing model of memory. Elaborative rehearsal involves deep semantic processing of a to-be-remembered item resulting in the production of durable memories.,2009-06-22 19:12:57,trm_4a3fd79d0b8d9,ctp_C5,usr_0000000000,elaborative rehearsal,,concept
254,,,2012-05-16 20:42:45,def_4fb4114586b5c,usr_4f177506dde77,a theory emphasizing the essentiality of the body&#39;s interaction with the environment to cognition,2012-02-09 15:29:33,trm_4f33e65d0daac,,usr_4f33e3b1a92ea,embodied cognition,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0b160', u'relationship': u'part of'}]",concept
255,,,2012-03-28 17:54:40,def_4f7350605133e,usr_49a467bf4e0db,a complex of psychological phenomena that involve some degree of arousal and valence (positive/negative),2009-06-22 19:12:55,trm_4a3fd79d0a17f,ctp_C8,usr_0000000000,emotion,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0b014', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b48d40d3cf', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b0eb', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b306', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_5022ef7599294', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0a196', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b665', u'relationship': u'part of'}]",concept
256,,,2011-08-14 22:59:25,def_4e48534d4c956,usr_4e42bd78e66cc,The process involving understanding feelings with different valences of oneself or of others,2009-06-22 19:12:57,trm_4a3fd79d0b65a,ctp_C8,usr_0000000000,emotion perception,,concept
257,,,2012-03-28 17:54:55,def_4f73506feef03,usr_49a467bf4e0db,The process of assigning an emotion to one of the discrete categories of emotion available in a particular culture.,2009-06-22 19:12:57,trm_4a3fd79d0b665,ctp_C8,usr_0000000000,emotion recognition,"[{u'direction': u'child', u'id': u'trm_5595bd2b92003', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b482a7c62b', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b967', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a17f', u'relationship': u'part of'}]",concept
258,,,2013-05-29 23:35:03,def_51a690a74eb8f,usr_517578a37d747,"The ability to have control over and change emotional responses, such as feelings and behaviors associated with them. ",2013-05-29 23:35:03,trm_51a690a7492eb,,usr_517578a37d747,emotion regulation,"[{u'direction': u'child', u'id': u'trm_557b4844ca14d', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0a1d1', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_5679b0e9d8c20', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4ee8facd77dfc', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a196', u'relationship': u'part of'}]",concept
259,,,2012-03-28 17:55:11,def_4f73507f07ee3,usr_49a467bf4e0db,"A process of bringing people together based on mutually shared emotions.
",2009-06-22 19:12:57,trm_4a3fd79d0b671,ctp_C9,usr_0000000000,emotional bonding,,concept
260,,,2011-08-14 23:04:41,def_4e48548957abe,usr_4e42bd78e66cc,The use of affective information as information in a decision making process or as a basis for making a decision. Hot cognition.,2009-06-22 19:12:55,trm_4a3fd79d0a18b,ctp_C8,usr_0000000000,emotional decision making,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a038', u'relationship': u'kind of'}]",concept
261,,,2015-12-22 20:22:02,def_5679b0ea0d9ce,usr_55dcf14c19c7b,"A process to increase or enhance the impact of an emotion on ones current conscious state or behavior.
",2015-12-22 20:22:01,trm_5679b0e9d8c20,,usr_55dcf14c19c7b,emotional enhancement,"[{u'direction': u'parent', u'id': u'trm_557b4844ca14d', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_51a690a7492eb', u'relationship': u'kind of'}]",concept
262,,,2012-03-28 17:55:25,def_4f73508dd7262,usr_49a467bf4e0db,observable verbal and nonverbal behavior that communicates emotion with or without self-awareness.,2009-06-22 19:12:55,trm_4a3fd79d0a196,ctp_C8,usr_0000000000,emotional expression,"[{u'direction': u'child', u'id': u'trm_51a690a7492eb', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a17f', u'relationship': u'part of'}]",concept
263,,,2015-09-08 21:31:55,def_55ef53cb7d4dd,usr_51bc76ae9636c,The process of determining whether an emotional face is the same as another face that has been previously encountered.,2015-06-12 20:59:22,trm_557b482a7c62b,ctp_C1,usr_51bc76ae9636c,emotional face recognition,"[{u'direction': u'parent', u'id': u'trm_557b4b154e0d9', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b665', u'relationship': u'kind of'}]",concept
264,,,2012-03-28 17:55:36,def_4f7350989e273,usr_49a467bf4e0db,"the capacity, skill or ability to identify, assess, and manage the emotions of one&#39;s self, of others, and of groups.",2009-06-22 19:12:55,trm_4a3fd79d0a1a2,ctp_C8,usr_0000000000,emotional intelligence,,concept
265,,,2011-04-18 17:48:40,def_4dac7978ad187,usr_4cf5de07654c8,Emotional memory is the storage and recall of events and details that are couple with the physiological response that was present when the event occurred.  ,2009-06-22 19:12:55,trm_4a3fd79d0a1ae,ctp_C5,usr_0000000000,emotional memory,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a891', u'relationship': u'kind of'}]",concept
266,,,2011-03-31 20:36:52,def_4d94e5e40bf1e,usr_4cf5de07654c8,"is the ability of a person to imitate, copy, and experience the physical and emotional characteristics of another persons emotion.  ",2009-06-22 19:12:55,trm_4a3fd79d0a1b9,ctp_C8,usr_0000000000,emotional mimicry,,concept
267,,,2015-06-12 20:59:48,def_557b4844d3e78,usr_51bc76ae9636c,ADD DEFINITION HERE,2015-06-12 20:59:48,trm_557b4844ca14d,,usr_51bc76ae9636c,emotional reappraisal,"[{u'direction': u'child', u'id': u'trm_5679b0e9d8c20', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b4855a12b4', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_51a690a7492eb', u'relationship': u'kind of'}]",concept
268,,,2015-06-12 21:00:05,def_557b4855a4334,usr_51bc76ae9636c,ADD DEFINITION HERE,2015-06-12 21:00:05,trm_557b4855a12b4,,usr_51bc76ae9636c,emotional self-evaluation,"[{u'direction': u'parent', u'id': u'trm_557b4844ca14d', u'relationship': u'part of'}]",concept
269,,,2015-07-20 21:28:11,def_55ad67eb79f09,usr_51bc76ae9636c,A process to reduce or inhibit the impact of an emotion on ones current conscious state or behavior.,2009-06-22 19:12:55,trm_4a3fd79d0a1d1,ctp_C8,usr_0000000000,emotional suppression,"[{u'direction': u'parent', u'id': u'trm_51a690a7492eb', u'relationship': u'kind of'}]",concept
