,concept,contrast
475,trm_4a3fd79d09bbf,cnt_4ded542c8c4f8
476,trm_4a3fd79d0a775,cnt_4ded542c8c4f8
477,trm_4a3fd79d0ab65,cnt_4deff762a9fb7
478,trm_4a3fd79d0b5fb,cnt_4deff762a9fb7
479,trm_4a3fd79d0b607,cnt_4deff762a9fb7
480,trm_555cfb890d721,cnt_553149979dc2e
481,trm_557b4a7315f1b,cnt_553149979dc2e
482,trm_4a3fd79d0af71,cnt_553149979dc2e
483,trm_557b4891e9265,cnt_553149979dc2e
484,trm_557b4b3a6a34d,cnt_553149979dc2e
485,trm_557b4b652cbec,cnt_553149979dc2e
486,trm_4a3fd79d0b247,cnt_52718a781a09a
487,trm_4a3fd79d0b392,cnt_52718a35e6077
488,trm_4a3fd79d0b507,cnt_4e01306ba8db6
489,trm_557b495cdde57,cnt_5181f79e38fb2
490,trm_4fea1aeaa7b17,cnt_4ffcb50c3f71c
491,trm_557b4b9ccdc4a,cnt_553a6e9a84bd2
492,trm_557b4a7315f1b,cnt_553a6e9a84bd2
493,trm_4a3fd79d0af71,cnt_553a6e9a84bd2
494,trm_557b4855a12b4,cnt_553a6e9a84bd2
495,trm_557b48f22ba99,cnt_553a6e9a84bd2
496,trm_4a3fd79d0abc1,cnt_52728216c4a99
497,trm_4a3fd79d0b5fb,cnt_51ec19d22283e
498,trm_55c298bbe56d5,cnt_55c68750052fa
499,trm_4a3fd79d09ab2,cnt_55a301d6d57b9
500,trm_4a3fd79d0b4b5,cnt_55a301d6d57b9
501,trm_4a3fd79d0a590,cnt_4dee7fcd869e8
502,trm_4a3fd79d0aec1,cnt_4dee7fcd869e8
503,trm_4a3fd79d0a86e,cnt_50f5bff7748da
504,trm_4a3fd79d09d9e,cnt_527186cd116f2
505,trm_525d8cd1c9cc3,cnt_525d8758edffb
506,trm_4a3fd79d09b04,cnt_4dfa3e4d70781
507,trm_4a3fd79d0b7f4,cnt_525d84d3df53b
508,trm_4a3fd79d0b160,cnt_4df2a27d637b3
509,trm_4a3fd79d0ac87,cnt_5262d9a1aec5c
510,trm_4a3fd79d0a972,cnt_50eb6bfb7e504
511,trm_5159beaf80413,cnt_55314940f18c6
512,trm_4a3fd79d0aeb6,cnt_50eb3da904b79
513,trm_4a3fd79d0b61f,cnt_4de6c02033259
514,trm_4a3fd79d0af66,cnt_4dfbb1f51259f
515,trm_5358ede949107,cnt_4dfbb1f51259f
516,trm_52090251db8c8,cnt_5298ea6de528f
517,trm_4a3fd79d0b5fb,cnt_4df108c45e041
518,trm_4a3fd79d0ab65,cnt_4df108c45e041
519,trm_4a3fd79d0b607,cnt_4df108c45e041
520,trm_4a3fd79d0ba01,cnt_4de6a334313b1
521,trm_4a3fd79d0b13d,cnt_51ec19c434db0
522,trm_557b4a7315f1b,cnt_553a6e24c3c78
523,trm_557b4b47d994a,cnt_553a6e24c3c78
524,trm_4a3fd79d0af71,cnt_553a6e24c3c78
525,trm_558c73324a6ca,cnt_553a6e24c3c78
526,trm_558c736199abd,cnt_553a6e24c3c78
527,trm_4a3fd79d0b95b,cnt_527281ba2970c
528,trm_4a3fd79d0b154,cnt_52168a770f5c0
529,trm_4a3fd79d0b26d,cnt_4dfa704eaedf9
530,trm_4a3fd79d0a95a,cnt_524b578b851f8
531,trm_4a3fd79d0b58f,cnt_4de7d07b4366d
532,trm_4a3fd79d09d93,cnt_4de7b92a0ce43
533,trm_5021684cba96c,cnt_502168c10e933
534,trm_4a3fd79d0a323,cnt_4de7c5b19456f
535,trm_4a3fd79d09ee6,cnt_5240560bb6b8c
536,trm_4a3fd79d0b46f,cnt_4e010b32b9f74
537,trm_4a3fd79d0b5fb,cnt_4e010b32b9f74
538,trm_4a3fd79d0a116,cnt_4dfa3f0edd3d4
539,trm_4a3fd79d0b392,cnt_553fcacc72dd6
540,trm_557b482a7c62b,cnt_553fcacc72dd6
541,trm_4a3fd79d09c5b,cnt_553fcacc72dd6
542,trm_4a3fd79d0b5a7,cnt_4b4a54dd8d597
543,trm_4a3fd79d0ba0d,cnt_4b4a54dd8d597
544,trm_4c3e05903e4bb,cnt_4b4a54dd8d597
545,trm_4a3fd79d09bee,cnt_4b4a54dd8d597
546,trm_4c3e04d656f06,cnt_4b4a54dd8d597
547,trm_4a3fd79d0989a,cnt_4df29978d4002
548,trm_4a3fd79d09b04,cnt_4df29978d4002
549,trm_4a3fd79d0a6dc,cnt_4df29978d4002
550,trm_4a3fd79d0afc3,cnt_4df29978d4002
551,trm_4a3fd79d0a775,cnt_5272823262ea5
552,trm_4a3fd79d0a1d1,cnt_553a6ed942692
553,trm_4a3fd79d09d93,cnt_4df10f9cbd86c
554,trm_4a3fd79d0b46f,cnt_4df91dd29b1c6
555,trm_4fa3afaeef512,cnt_524b4b8f51cef
556,trm_557b4b9ccdc4a,cnt_553e8616191c4
557,trm_558c7ae1eaf86,cnt_553e8616191c4
558,trm_4a3fd79d09d9e,cnt_52168a8712870
559,trm_4a3fd79d0b5a7,cnt_4df13aaa3f2be
560,trm_4c3e05903e4bb,cnt_4df13aaa3f2be
561,trm_4a3fd79d09d64,cnt_4df13aaa3f2be
562,trm_4a3fd79d0b160,cnt_4df689e663ffe
563,trm_4a3fd79d0b59b,cnt_525d8551c4a1a
564,trm_4a3fd79d09b28,cnt_500723252de72
565,trm_4a3fd79d0ba25,cnt_500723252de72
566,trm_4a3fd79d0a1f4,cnt_50eb14da0c5d3
567,trm_4a3fd79d0b5ef,cnt_5022e4e75d375
568,trm_4a3fd79d0a20c,cnt_55399a008d960
569,trm_557b4a7315f1b,cnt_55399a008d960
570,trm_4a3fd79d0a398,cnt_4df685e797da2
571,trm_4a3fd79d0b4d8,cnt_4df685e797da2
572,trm_4a3fd79d0b4b5,cnt_4df685e797da2
573,trm_4a3fd79d0b613,cnt_4dfa838286e12
574,trm_4a3fd79d0af71,cnt_55399a3f5e512
575,trm_557b4b3a6a34d,cnt_55399a3f5e512
576,trm_557b49851e991,cnt_55399a3f5e512
577,trm_557b4aa070c10,cnt_55399a3f5e512
578,trm_557b491318742,cnt_55399a3f5e512
579,trm_4a3fd79d0af66,cnt_55399a3f5e512
580,trm_557b474e2b578,cnt_55399a3f5e512
581,trm_52583e083c9ab,cnt_52583b62b9127
582,trm_4a3fd79d0b826,cnt_4df8fc1e54759
583,trm_4a3fd79d0b802,cnt_4df8fc1e54759
584,trm_4a3fd79d0aec1,cnt_52700368df6d8
585,trm_4ffca95528c88,cnt_50b42fb7d7c9d
586,trm_4a3fd79d0a972,cnt_529911e50beb7
587,trm_4a3fd79d0a972,cnt_4e025d79cc9f9
588,trm_4a3fd79d0ad64,cnt_50b666dabe619
589,trm_4ff1fc04e22e8,cnt_5005cc79902cc
590,trm_4a3fd79d0a30c,cnt_4de6add395167
591,trm_502abeab4e1d8,cnt_502ac610413b0
592,trm_4a3fd79d0ba01,cnt_4de919cf2b2bd
593,trm_4a3fd79d0a833,cnt_4de919cf2b2bd
594,trm_4a3fd79d0a038,cnt_50f73de372e77
595,trm_4a3fd79d0b58f,cnt_5272823f1ac11
596,trm_52090251db8c8,cnt_5255cbf47097d
597,trm_4a3fd79d0a914,cnt_4df265ff04368
598,trm_4a3fd79d0b1a6,cnt_4df265ff04368
599,trm_557b4b9ccdc4a,cnt_55399e3b3d13e
600,trm_557b4bb7cf05b,cnt_55399e3b3d13e
601,trm_4c3e05903e4bb,cnt_55399e3b3d13e
602,trm_4a3fd79d0b4cd,cnt_4dffd4ed38b03
603,trm_4aae62e4ad209,cnt_4dffd4ed38b03
604,trm_4a3fd79d0a431,cnt_4dffd4ed38b03
605,trm_4a3fd79d0a533,cnt_4de6758abdfa5
606,trm_523e034f9e69a,cnt_524b4db24ad5e
607,trm_4a3fd79d0a972,cnt_50f84ec36494c
608,trm_557b49851e991,cnt_553999f2c69ef
609,trm_557b4aa070c10,cnt_553999f2c69ef
610,trm_4a3fd79d0a81b,cnt_4e012702f0951
611,trm_4a3fd79d0a95a,cnt_4dfbd9e47c418
612,trm_5595bda0c5dc3,cnt_553eb5644f96f
613,trm_4a3fd79d0af71,cnt_553eb5644f96f
614,trm_557b4a7315f1b,cnt_553eb5644f96f
615,trm_4a3fd79d09902,cnt_55a300d4a2e78
616,trm_4a3fd79d09ab2,cnt_553a767c981c7
617,trm_523ca7e778c50,cnt_524b4aef50da4
618,trm_4a3fd79d0b5a7,cnt_4b7c108cc7a68
619,trm_4a3fd79d0b607,cnt_4b7c108cc7a68
620,trm_4a3fd79d0a972,cnt_5271807c80df3
621,trm_52090251db8c8,cnt_524b570288b15
622,trm_523c7c13bc55f,cnt_523c7d1fc539f
623,trm_523e00f356226,cnt_524b4d978c37c
624,trm_4a3fd79d0b695,cnt_5298e8212f015
625,trm_4a3fd79d0989a,cnt_4df298fddce13
626,trm_4a3fd79d0b938,cnt_5262cbed815c6
627,trm_4a3fd79d0b44c,cnt_4e025467f28e7
628,trm_4a3fd79d0b507,cnt_4e013090c4cf1
629,trm_4a3fd79d0b2b4,cnt_4e025d8d96ecf
630,trm_4a3fd79d0a972,cnt_4e025d8d96ecf
631,trm_4a3fd79d0a7d4,cnt_4e025d8d96ecf
632,trm_4a3fd79d09ab2,cnt_525d8540300d6
633,trm_557b4b27dfd5e,cnt_553a7710d845a
634,trm_557b4b05ae470,cnt_553a7710d845a
635,trm_4a3fd79d0b4d8,cnt_4c9975fc3078c
636,trm_4a3fd79d0a972,cnt_4c9975fc3078c
637,trm_4a3fd79d0b49e,cnt_52167f5cba608
638,trm_4a3fd79d09d35,cnt_4e011cb5c3e85
639,trm_4a3fd79d0a769,cnt_525d888c5c514
640,trm_4a3fd79d0b457,cnt_50f7409730966
641,trm_4a3fd79d0b340,cnt_4de6d45dd9ceb
642,trm_4a3fd79d0a7f8,cnt_4de6d45dd9ceb
643,trm_4a3fd79d0b892,cnt_4de6d45dd9ceb
644,trm_4a3fd79d0a775,cnt_4de6d1194349d
645,trm_4a3fd79d0b1f7,cnt_4de6d1194349d
646,trm_4c3e05903e4bb,cnt_55314b12878f7
647,trm_557b493133416,cnt_55314b12878f7
648,trm_557b4b7e68727,cnt_55314b12878f7
649,trm_557b4a7315f1b,cnt_55314b12878f7
650,trm_4a3fd79d0af71,cnt_55314b12878f7
651,trm_4c3e05903e4bb,cnt_55314b0643005
652,trm_55c6f87595b39,cnt_55314b0643005
653,trm_557b4b154e0d9,cnt_55314b0643005
654,trm_557b4a7315f1b,cnt_55314b0643005
655,trm_4a3fd79d0af71,cnt_55314b0643005
656,trm_4a3fd79d0b64e,cnt_4e03bc8177610
657,trm_4b75ed06c917d,cnt_529ce116b5cff
658,trm_4a3fd79d0ab65,cnt_4ded050f2e7f1
659,trm_4a3fd79d0b5fb,cnt_4ded050f2e7f1
660,trm_4a3fd79d0b154,cnt_520613ce52654
661,trm_4a3fd79d098c9,cnt_5262cc25f2467
662,trm_4a3fd79d09d9e,cnt_520613b7ec09c
663,trm_4a3fd79d09e13,cnt_4e41708078f47
664,trm_4a3fd79d0a30c,cnt_4ded129f8c996
665,trm_4a3fd79d0a300,cnt_4ded129f8c996
666,trm_4a3fd79d0b4d8,cnt_4ded129f8c996
667,trm_4a3fd79d0b5a7,cnt_4ded129f8c996
668,trm_4a3fd79d0ba6c,cnt_4ded129f8c996
669,trm_4a3fd79d0b689,cnt_5262d9d19c56b
670,trm_4a3fd79d0a862,cnt_5106f549c82ae
671,trm_4a3fd79d09d64,cnt_4dfa523d45d5b
672,trm_4a3fd79d0abaa,cnt_4dfa523d45d5b
673,trm_4a3fd79d0adf4,cnt_4dfa523d45d5b
674,trm_4aae62e4ad209,cnt_4dfa523d45d5b
675,trm_557b491318742,cnt_553a7740160a3
676,trm_55b6b910b4b23,cnt_553a7740160a3
677,trm_4a3fd79d0a116,cnt_4dfa3ef2bcbf0
678,trm_4a3fd79d0b44c,cnt_4e01263d51c93
679,trm_4a3fd79d0a78d,cnt_5262d709f36dd
680,trm_4a3fd79d0b4cd,cnt_4dffb9c632156
681,trm_4a3fd79d0b0bd,cnt_4dffb9c632156
682,trm_4aae62e4ad209,cnt_4dffb9c632156
683,trm_4a3fd79d0b87a,cnt_4e022d7430161
684,trm_4a3fd79d0b44c,cnt_4e022d7430161
685,trm_4a3fd79d0b357,cnt_5255cbcce4b86
686,trm_4a3fd79d0b9dd,cnt_501702188843e
687,trm_4a3fd79d0b014,cnt_523df8243edb4
688,trm_4a3fd79d0aec1,cnt_5262cba00d9d1
689,trm_557b4a7315f1b,cnt_553eb5457e145
690,trm_5595bd6c61d78,cnt_553eb5457e145
691,trm_4a3fd79d0af71,cnt_553eb5457e145
692,trm_4a3fd79d0a17f,cnt_5022ec302de82
693,trm_557b48d40d3cf,cnt_5679bec3715cd
694,trm_4a3fd79d0a30c,cnt_4de584598a9c7
695,trm_525d8f3ed78a2,cnt_525d882970b5d
696,trm_4a3fd79d0a995,cnt_4dfa7d117d48f
697,trm_4a3fd79d0addc,cnt_4dfa7d117d48f
698,trm_4a3fd79d0ba01,cnt_4be6ec6e29f57
699,trm_4a3fd79d09ab2,cnt_55a302cbb1f7c
700,trm_4a3fd79d0a51c,cnt_50b667617b8fb
701,trm_4a3fd79d09902,cnt_50070f5d10c03
702,trm_4a3fd79d0a398,cnt_4de677aa1e1bb
703,trm_4a3fd79d0a972,cnt_5007421b7d846
704,trm_4a3fd79d0b08f,cnt_4df68cac967cc
705,trm_4a3fd79d098c9,cnt_4df68cac967cc
706,trm_4a3fd79d0a95a,cnt_4dfbcad0d0f28
707,trm_4a3fd79d09d9e,cnt_51ec19f5be290
708,trm_4a3fd79d0b457,cnt_52167f804e5e1
709,trm_4a3fd79d0afcf,cnt_55399f8675b23
710,trm_557b4a81a4a17,cnt_55399f8675b23
711,trm_557b48a224b95,cnt_55399f8675b23
712,trm_4a3fd79d0b0f7,cnt_4de93d2864ae9
713,trm_4a3fd79d0b95b,cnt_4de93d2864ae9
714,trm_4a3fd79d0b457,cnt_4de93d2864ae9
715,trm_523e00f356226,cnt_523df7166b0aa
716,trm_4a3fd79d0b908,cnt_4de7d0b31ce2e
717,trm_4a3fd79d0a9dc,cnt_57964ea91ff76
718,trm_4a3fd79d0a891,cnt_57964ea91ff76
719,trm_4a3fd79d09902,cnt_57964ea91ff76
720,trm_4a3fd79d0a769,cnt_57964ea91ff76
721,trm_557b4ab076338,cnt_57964ea91ff76
722,trm_4a3fd79d0b95b,cnt_57964ea91ff76
723,trm_4c3e05903e4bb,cnt_55314b1edb310
724,trm_557b4b8cd05ca,cnt_55314b1edb310
725,trm_557b4aeaeb744,cnt_55314b1edb310
726,trm_557b4a7315f1b,cnt_55314b1edb310
727,trm_4a3fd79d0af71,cnt_55314b1edb310
728,trm_525d8f3ed78a2,cnt_5269451644ae7
729,trm_4a3fd79d0ba48,cnt_50f582e4f0a26
730,trm_4a3fd79d09e87,cnt_5007217a45778
731,trm_52090251db8c8,cnt_523f5c34d27c1
732,trm_523e0419ec219,cnt_525d876e43942
733,trm_4a3fd79d0b689,cnt_524b4bc9ee0a0
734,trm_4a3fd79d0a116,cnt_4df91dc172a88
735,trm_4a3fd79d0b5fb,cnt_4df91dc172a88
736,trm_4a3fd79d0a196,cnt_525c57bbddf7c
737,trm_4a3fd79d0b340,cnt_4de6d03ae67ac
738,trm_4a3fd79d0a7f8,cnt_4de6d03ae67ac
739,trm_4a3fd79d0b4b5,cnt_55a3018591a8d
740,trm_50070dce14554,cnt_525c57d12435a
741,trm_4a3fd79d0a775,cnt_502199a142cab
742,trm_4a3fd79d0a7bb,cnt_52167fb957a15
743,trm_4a3fd79d0a8ed,cnt_4e012662da2d7
744,trm_4a3fd79d09f64,cnt_4e012662da2d7
745,trm_4a3fd79d0b95b,cnt_527281e1d41da
746,trm_4a3fd79d0b4b5,cnt_55a30247227e5
747,trm_4a3fd79d0a81b,cnt_5021ae2c2ab3c
748,trm_523e034f9e69a,cnt_525d8738330eb
749,trm_4a3fd79d0b4b5,cnt_52694f2f10eef
750,trm_4a3fd79d0b892,cnt_4dfa6bad0c724
751,trm_4a3fd79d0b87a,cnt_4dfa6bad0c724
752,trm_4a3fd79d0b340,cnt_4dfa6bad0c724
753,trm_4a3fd79d0b8e5,cnt_500daccbafe09
754,trm_557b4b652cbec,cnt_553e8672a9f1d
755,trm_52068e5bd9aa1,cnt_52405600433b6
756,trm_4a3fd79d09810,cnt_4df938dc89175
757,trm_4a3fd79d0b077,cnt_5262da1dbe022
758,trm_4a3fd79d09ab2,cnt_55a3036a4175b
759,trm_55b6b910b4b23,cnt_5531528989cc7
760,trm_4a3fd79d098c9,cnt_50240446b8e2e
761,trm_4a3fd79d0b5ef,cnt_5022eb6a0eabd
762,trm_4a3fd79d0b7f4,cnt_5022b5727f9d6
763,trm_4a3fd79d0a972,cnt_4ded51930eba6
764,trm_4a3fd79d09d9e,cnt_5255cb8a5a7c9
765,trm_4a3fd79d09849,cnt_5298e8b54ac46
766,trm_4a3fd79d0b0f7,cnt_4de93e2a13bb5
767,trm_4a3fd79d0a4f9,cnt_4de93e2a13bb5
768,trm_4a3fd79d0b95b,cnt_4de93e2a13bb5
769,trm_4a3fd79d0b457,cnt_4de93e2a13bb5
770,trm_4a3fd79d0b49e,cnt_4de93e2a13bb5
771,trm_4a3fd79d09d4d,cnt_4dee50e19a0a5
772,trm_50f382d7abdff,cnt_52694f7753cc0
773,trm_4a3fd79d0b64e,cnt_4de6b5d032f89
774,trm_5022ef7599294,cnt_523df733af85f
775,trm_4a3fd79d0b95b,cnt_527281ac7d9b4
776,trm_4a3fd79d0afcf,cnt_4de7d90ca34da
777,trm_4a3fd79d09c3f,cnt_50f7303ade3dd
778,trm_4a3fd79d0b392,cnt_4de7de54cdce7
779,trm_4a3fd79d0b7f4,cnt_5021b53e64523
780,trm_4a3fd79d0b18f,cnt_4dfa93ee97bc8
781,trm_4a3fd79d0b1e0,cnt_50f9db1e70ebe
782,trm_4a3fd79d0b014,cnt_52583ba6ea3bd
783,trm_557b4a7315f1b,cnt_55314aff55913
784,trm_4c3e05903e4bb,cnt_55314aff55913
785,trm_557b477b4a15f,cnt_55314aff55913
786,trm_557b4af7cc1cb,cnt_55314aff55913
787,trm_4a3fd79d0af71,cnt_55314aff55913
788,trm_4a3fd79d0ab70,cnt_5020421e4a79e
789,trm_4a3fd79d0995e,cnt_4df69a929ce35
790,trm_4a3fd79d0971e,cnt_4df69a929ce35
791,trm_557b476527a27,cnt_553a7683a550a
792,trm_4a3fd79d09af8,cnt_553e860cb6e0a
793,trm_558c7ae1eaf86,cnt_553e860cb6e0a
794,trm_523e034f9e69a,cnt_525c572fd0e6b
795,trm_4a3fd79d0b802,cnt_4df13d6084e80
796,trm_4a3fd79d0a833,cnt_4df13d6084e80
797,trm_52405e33adafa,cnt_52405c0bec117
798,trm_4a3fd79d0b13d,cnt_52718a55b30db
799,trm_4a3fd79d0a775,cnt_52717cd1461e2
800,trm_4b7c270940f9d,cnt_5016e5c349611
801,trm_525c58f9aabae,cnt_525c577f94423
802,trm_4a3fd79d0a398,cnt_4de6722368730
803,trm_4a3fd79d0b4d8,cnt_4de6875390f37
804,trm_4a3fd79d0b5fb,cnt_4bd1ec505dd14
805,trm_4a3fd79d0b607,cnt_4bd1ec505dd14
806,trm_4a3fd79d0a972,cnt_4e03ae76b40ab
807,trm_557b4b9ccdc4a,cnt_5798c78bcea27
808,trm_4a3fd79d0b58f,cnt_5798c78bcea27
809,trm_4a3fd79d09f64,cnt_4e012722eeb57
810,trm_52583d9f2ad98,cnt_52583bd8020da
811,trm_523e034f9e69a,cnt_52717eeade9e5
812,trm_4a3fd79d0a54b,cnt_525c5bbee5aa5
813,trm_4a3fd79d0b4cd,cnt_5005b3ba37b11
814,trm_52090251db8c8,cnt_525c4d2927062
815,trm_4a3fd79d0b1e0,cnt_50f862a47dd49
816,trm_557b4b652cbec,cnt_55399e44106d4
817,trm_557b49206928b,cnt_55399e44106d4
818,trm_4c3e05903e4bb,cnt_55399e44106d4
819,trm_4a3fd79d0b4b5,cnt_5262d6f024e7d
820,trm_4a3fd79d0b1a6,cnt_4dffdf0929a7b
821,trm_4a3fd79d0b1a6,cnt_4e037a9a47d41
822,trm_4a3fd79d0b5ef,cnt_4df26816e1c98
823,trm_4a3fd79d0b1a6,cnt_4df26816e1c98
824,trm_4a3fd79d0aec1,cnt_4df26816e1c98
825,trm_4a3fd79d0adf4,cnt_4df26816e1c98
826,trm_4aae62e4ad209,cnt_4df26816e1c98
827,trm_4a3fd79d0b87a,cnt_4dfa709c313b1
828,trm_4a3fd79d0b37a,cnt_4dff80aec63b6
829,trm_558c7b5228ed4,cnt_553e865074ad4
830,trm_4aae62e4ad209,cnt_50f84d060a842
831,trm_4a3fd79d0b613,cnt_4b7c101e9b549
832,trm_4a3fd79d0a9a1,cnt_4dee50d11696f
833,trm_4a3fd79d0a95a,cnt_4e027155c037c
834,trm_4a3fd79d09902,cnt_5005c1421ee49
835,trm_4b82c75498408,cnt_4b7c0325a9f17
836,trm_4a3fd79d0a81b,cnt_4b7c0325a9f17
837,trm_4a3fd79d0b507,cnt_4b7c0325a9f17
838,trm_4a3fd79d0b014,cnt_5298e8c899b82
839,trm_4a3fd79d0b64e,cnt_4de7d854ceb50
840,trm_4a3fd79d0a666,cnt_5798f639d1544
841,trm_4a3fd79d0a038,cnt_50b40c06406f1
842,trm_4a3fd79d0b5ef,cnt_51ec19df23bcb
843,trm_4a3fd79d0b607,cnt_4b7c10b1b1de1
844,trm_4a3fd79d0b607,cnt_4b7c10b1b1de1
845,trm_4a3fd79d09df0,cnt_4b7c10b1b1de1
846,trm_4aae62e4ad209,cnt_4b7c10b1b1de1
847,trm_523e053844495,cnt_523df7c01a116
848,trm_50070dce14554,cnt_50070d3b312f4
849,trm_4a3fd79d09713,cnt_4df6a3169f42a
850,trm_4a3fd79d0b238,cnt_4df6a3169f42a
851,trm_4a3fd79d0b247,cnt_4df6a3169f42a
852,trm_4f4511e519b53,cnt_51ec1a03c57f1
853,trm_52090251db8c8,cnt_524b575f2b696
854,trm_50070dce14554,cnt_523f5c5e490b9
855,trm_4a3fd79d09902,cnt_50295799192b3
856,trm_4a3fd79d0ba6c,cnt_4dfbaef575808
857,trm_4a3fd79d09c5b,cnt_55410992b9c4b
858,trm_50070dce14554,cnt_5022b85961b86
859,trm_4a3fd79d0b44c,cnt_5262c996e744b
860,trm_4a3fd79d0ac9e,cnt_4dfa6be222aa7
861,trm_4a3fd79d0b87a,cnt_4dfa6be222aa7
862,trm_4a3fd79d0a80f,cnt_4de7e54b3b8d8
863,trm_4a3fd79d0a81b,cnt_4de7e54b3b8d8
864,trm_4a3fd79d0a072,cnt_4de7e54b3b8d8
865,trm_4a3fd79d0aec1,cnt_4de7e54b3b8d8
866,trm_4a3fd79d0b46f,cnt_4e0101e7e8898
867,trm_4a3fd79d09902,cnt_55a3010bbd12c
868,trm_4a3fd79d0abc1,cnt_5272813e7ad58
869,trm_4b7c270940f9d,cnt_5016e59e25341
870,trm_4a3fd79d0b457,cnt_4e012e2269d7d
871,trm_4a3fd79d0b311,cnt_50f851f7a2cf5
872,trm_4a3fd79d0b4a9,cnt_4de678e027440
873,trm_4a3fd79d0b607,cnt_4dfa42ba0f7c2
874,trm_523e0419ec219,cnt_52405c167b088
875,trm_4a3fd79d0a17f,cnt_5022e4acafe58
876,trm_5159c70d0e98e,cnt_5585c855ab224
877,trm_4a3fd79d0b5ef,cnt_5298e7de72d54
878,trm_4a3fd79d0b083,cnt_50eb183de4efb
879,trm_4a3fd79d09cae,cnt_4de6a278a7dd5
880,trm_4a3fd79d0ba01,cnt_4de6a278a7dd5
881,trm_4a3fd79d0ba6c,cnt_4de6a278a7dd5
882,trm_4a3fd79d0a04f,cnt_55a306a830bfc
883,trm_4a3fd79d0a20c,cnt_55399d6bcd8dc
884,trm_557b4b3a6a34d,cnt_55399d6bcd8dc
885,trm_4a3fd79d0af71,cnt_55399d6bcd8dc
886,trm_557b4a7315f1b,cnt_55399d6bcd8dc
887,trm_557b49851e991,cnt_55399d6bcd8dc
888,trm_557b491318742,cnt_55399d6bcd8dc
889,trm_4a3fd79d0af66,cnt_55399d6bcd8dc
890,trm_557b474e2b578,cnt_55399d6bcd8dc
891,trm_4a3fd79d0a04f,cnt_55a30725ee445
892,trm_4a3fd79d0a54b,cnt_525c4ccfd861d
893,trm_4a3fd79d0b9dd,cnt_502ac644ac8c8
894,trm_4a3fd79d0b49e,cnt_52168231ae8b5
895,trm_5159c70d0e98e,cnt_525d86eb4aeaa
896,trm_4a3fd79d0a972,cnt_4de92b983089e
897,trm_4a3fd79d0a775,cnt_5798cd3deaac0
898,trm_4a3fd79d0a9a1,cnt_5798cd3deaac0
899,trm_557b4a7315f1b,cnt_5798cd3deaac0
900,trm_55b6b98b88f45,cnt_553152908ac51
901,trm_4aae62e4ad209,cnt_4de95f0aa8476
902,trm_4a3fd79d0b05e,cnt_4de95f0aa8476
903,trm_4b65259eeee34,cnt_4e038151ee9fb
904,trm_4a3fd79d09e9e,cnt_5024120d1b9af
905,trm_4a3fd79d0971e,cnt_4df24f7376278
906,trm_4a3fd79d09b04,cnt_4df24f7376278
907,trm_52090251db8c8,cnt_529ce0ceec559
908,trm_4b6525253c63f,cnt_4de7d90024fe4
909,trm_4a3fd79d0b7f4,cnt_5022b4da18b61
910,trm_557b491318742,cnt_553a768dc270f
911,trm_55b6b910b4b23,cnt_553a768dc270f
912,trm_4a3fd79d09d35,cnt_4dee593ebfcc7
913,trm_4a3fd79d0b247,cnt_4e02654a92111
914,trm_4ee8facd77dfc,cnt_527186d95c3cb
915,trm_557b4b154e0d9,cnt_55314b49e5c9d
916,trm_4a3fd79d0af71,cnt_55314b49e5c9d
917,trm_557b4a7315f1b,cnt_55314b49e5c9d
918,trm_55c6f87595b39,cnt_55314b49e5c9d
919,trm_4a3fd79d0b908,cnt_579615e961f37
920,trm_4a3fd79d0aa47,cnt_553a6640aa059
921,trm_557b4ab076338,cnt_553a6640aa059
922,trm_4aae62e4ad209,cnt_4e496d6e12225
923,trm_4a3fd79d09cae,cnt_4dffd3273f13e
924,trm_4a3fd79d0adf4,cnt_50eb1b6d46337
925,trm_4b7c270940f9d,cnt_5016e5cec4bf4
926,trm_55c6f58e77fbe,cnt_55314a1a5514c
927,trm_558c7b14c076e,cnt_55314a1a5514c
928,trm_4a3fd79d0b1e0,cnt_5007128e8defa
929,trm_523c7ba79c2f1,cnt_523c7cf0ea7b4
930,trm_551f0f822d95e,cnt_55a30468444a6
931,trm_551f11bb8f6a8,cnt_55a30468444a6
932,trm_52068e5bd9aa1,cnt_5208fff0019d6
933,trm_557b49ad14adf,cnt_553a6fb033bb0
934,trm_551f0f822d95e,cnt_55a3056e571ca
935,trm_4a3fd79d0b160,cnt_52405be30419a
936,trm_4fb3f4d58aeb0,cnt_4fb3f6ec53aa5
937,trm_510059e54b2cf,cnt_4fb3f6ec53aa5
938,trm_510059e54b2cf,cnt_4fb3f6ec53aa5
939,trm_4a3fd79d0b34b,cnt_5796442240254
940,trm_523ca883711cc,cnt_523ca9488df58
941,trm_557b4b3a6a34d,cnt_553a68284e225
942,trm_557b4b9ccdc4a,cnt_553a68284e225
943,trm_557b493e4203a,cnt_553a68284e225
944,trm_4a3fd79d0af71,cnt_553a68284e225
945,trm_557b4a7315f1b,cnt_553a68284e225
946,trm_4a3fd79d09c28,cnt_553a68284e225
947,trm_557b4993a0fdd,cnt_553a68284e225
948,trm_4a3fd79d0ac9e,cnt_4de56f49c2858
949,trm_4a3fd79d0b5a7,cnt_4de56f49c2858
950,trm_523e0419ec219,cnt_523df778821d2
951,trm_4a3fd79d0a61f,cnt_4dff8603c1398
952,trm_4a3fd79d0a3f6,cnt_5106ec3ec9e23
